PBP_ID,Inventory,Institution,institution_city,institution_country,library_localisation,country_certainty,country,region,city,library_dating,circa,century,min_date,max_date,scribe,script,workshop/illuminator,mss_height,mss_width,combined_size,Ruzzier_group,justification_height,justification_width,volumes,v1_folios,v2_folios,v3_folios,columns,min_lines,max_lines,citation,digitisation,Downloadable,Catalogue link,IIIF manifest,Comments,team_member,,,,,,,,,,,,,,,,,,
135,49,Cambridge Corpus Christi College,Cambridge,United Kingdom,England,Y,England,Unknown,Unknown,1270-80,,13,1270,1280,three hands,,,345,225,570,3,Unknown,Unknown,1,444,,,2,54,54,,F,,https://parker.stanford.edu/parker/catalog/qy662bj1544,https://dms-data.stanford.edu/data/manifests/Parker/qy662bj1544/manifest.json,,EGE,,,,,,,,,,,,,,,,,,
136,246,Cambridge Corpus Christi College,Cambridge,United Kingdom,England,Y,England,Unknown,Unknown,13 c,,13,1201,1300,unknown,,,156,102,258,1,Unknown,Unknown,1,400,,,2,Unknown,Unknown,,F,,https://parker.stanford.edu/parker/catalog/ns059km6096,https://dms-data.stanford.edu/data/manifests/Parker/ns059km6096/manifest.json,,EGE,,,,,,,,,,,,,,,,,,
137,485,Cambridge Corpus Christi College,Cambridge,United Kingdom,England,Y,England,Gloucestershire,Gloucester,13c,,13,1201,1300,,,,260,175,435,2,Unknown,Unknown,1,379,,,2,54,54,,F,,https://parker.stanford.edu/parker/catalog/xk876dn8316,https://parker.stanford.edu/parker/catalog/xk876dn8316,,DJW,,,,,,,,,,,,,,,,,,
138,John L. Severance Fund 2008.2,Cleveland Museum of Art,Cleveland,United States of America,Southern France Toulouse or Avignon,Y,France,South,Toulouse or Avignon,13 c,,13,1201,1300,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.clevelandart.org/art/2008.2,,,EGE,,,,,,,,,,,,,,,,,,
139,1959.271,Cleveland Museum of Art,Cleveland,United States of America,France Paris,Y,France,Ile-de-France,Paris,c. 1290,Y,13,1290,1290,,,,403,267,670,3,Unknown,Unknown,1,1,,,2,Unknown,Unknown,,P,,https://archive.org/details/clevelandart-1959.271-single-leaf-from-a-b,,,EGE,,,,,,,,,,,,,,,,,,
140,2011.51,Cleveland Museum of Art,Cleveland,United States of America,France Paris,Y,France,Ile-de-France,Paris,c. 1220,Y,13,1220,1220,,,Vienna Moralized Bible Workshop,219,143,362,1,Unknown,Unknown,1,1,,,2,Unknown,Unknown,,P,,https://archive.org/details/clevelandart-2011.51-leaf-with-initial-fr,,,EGE,,,,,,,,,,,,,,,,,,
141,Cod Bodmer 28,Cologny Fondation Martin Bodmer,Cologny,Switzerland,Northern France?,N,France,North,Unknown,13,,13,1201,1300,,,,357,250,607,3,Unknown,Unknown,1,1,416,,2,Unknown,Unknown,,F,Y,https://www.e-codices.ch/en/fmb/cb-0028/bindingRulerS/0/,,,,,,,,,,,,,,,,,,,,,
142,Cod. Bodmer 187,Cologny Fondation Martin Bodmer,Cologny,Switzerland,France,Y,France,Unknown,Unknown,middle or second half of the 13th century,,13,1241,1300,,,,183,150,333,1,Unknown,Unknown,1,597,,,2,Unknown,Unknown,,F,,,https://www.e-codices.ch/metadata/iiif/fmb-cb-0187/manifest.json,,EGE,,,,,,,,,,,,,,,,,,
143,UTS 048,Columbia University Burke Library,New York,United States of America,France?,N,France,Unknown,Unknown,1200-1299,,13,1201,1300,,,,190,140,330,1,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=UTS%20048;docsPerPage=1;startDoc=1;fullview=yes,,,EGE,,,,,,,,,,,,,,,,,,
144,MS. A.II.3,Durham Cathedral Library,Durham,United Kingdom,Paris,Y,France,Ile-de-France,Paris,late 13th century,,13,1281,1300,,,,410,260,670,3,Unknown,Unknown,1,462,,,2,54,54,,F,,"https://iiif.durham.ac.uk/index.html?manifest=t2mnp193916h

https://www.durhampriory.ac.uk/mediawiki/Durham_Durham_Cathedral_MS_A.II.3",https://iiif.biblissima.fr/collections/manifest/3455915fcb535c1587cc3f4565b209aaf42c6fa1?tify={%22view%22:%22info%22},,EGE,,,,,,,,,,,,,,,,,,
145,McClean 13,Fitzwilliam Museum,Cambridge,United Kingdom,France,Y,France,Unknown,Unknown,c 1240,Y,13,1240,1240,,,,0,0,0,unknown,Unknown,Unknown,1,5,,,2,Unknown,Unknown,,F,,https://collection.beta.fitz.ms/id/object/118825,,,EGE,,,,,,,,,,,,,,,,,,
146,Lewis E M 4:1,Free Library of Philadelphia,Philadelphia,United States of America,France Paris,Y,France,Ile-de-France,Paris,1260,,13,1260,1260,,,,0,297,297,1,Unknown,Unknown,1,1,,,2,44,44,,P,,https://libwww.freelibrary.org/digital/search/?callnumber=Lewis%20E%20M%204:1,,,EGE,,,,,,,,,,,,,,,,,,
147,Lewis E M 43:6,Free Library of Philadelphia,Philadelphia,United States of America,Provence France,Y,France,Provence,Unknown,1275-1299,,13,1276,1300,,Rotunda,,430,311,741,3,Unknown,Unknown,1,2,,,2,Unknown,Unknown,,P,,https://openn.library.upenn.edu/Data/0023/html/lewis_e_m_043_006.html,,,EGE,,,,,,,,,,,,,,,,,,
148,Lewis E242,Free Library of Philadelphia,Philadelphia,United States of America,France Paris,Y,France,Ile-de-France,Paris,1240-60,,13,1240,1260,,Gothic,Johannes Grusch workshop,171,117,288,1,Unknown,Unknown,1,446,,,2,51,51,Devine 2016,P,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;docsPerPage=1;startDoc=1;fullview=yes;directlink=LewisE242_4,,,NAC,,,,,,,,,,,,,,,,,,
149,Lewis E243,Free Library of Philadelphia,Philadelphia,United States of America,Paris,Y,France,Ile-de-France,Paris,1220-30,,13,1220,1230,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,,https://archive.org/details/lewis_e_243,,,NAC,,,,,,,,,,,,,,,,,,
150,Lewis E28,Free Library of Philadelphia,Philadelphia,United States of America,Paris,Y,France,Ile-de-France,Paris,1240,,13,1240,1240,,,,0,0,0,unknown,Unknown,Unknown,1,653,,,2,Unknown,Unknown,,F,,https://archive.org/details/lewis_e_028,,,NAC,,,,,,,,,,,,,,,,,,
151,Lewis E29,Free Library of Philadelphia,Philadelphia,United States of America,Oxford England,Y,England,Oxfordshire,Oxford,1230,,13,1230,1230,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,,https://archive.org/details/lewis_e_029,,,NAC,,,,,,,,,,,,,,,,,,
152,Lewis E30,Free Library of Philadelphia,Philadelphia,United States of America,Oxford England,Y,England,Oxfordshire,Oxford,1225,,13,1225,1225,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,,https://archive.org/details/lewis_e_030,,file 9 belongs to a different hand (different manuscript?),NAC,,,,,,,,,,,,,,,,,,
153,Lewis E31,Free Library of Philadelphia,Philadelphia,United States of America,Oxford? England,Y,England,Oxfordshire,Oxford?,c 1230,Y,13,1220,1240,,,,232,166,398,2,Unknown,Unknown,1,329,,,2,62,65,,F,,https://archive.org/details/lewis_e_031,,Not sure it's a Pbible,NAC,,,,,,,,,,,,,,,,,,
154,Lewis E32,Free Library of Philadelphia,Philadelphia,United States of America,Oxford? England,Y,England,Oxfordshire,Oxford?,c 1230,Y,13,1220,1240,,,,212,155,367,1,Unknown,Unknown,1,253,,,2,60,66,,F,,https://archive.org/details/lewis_e_032,,not sure it's a Pbible,NAC,,,,,,,,,,,,,,,,,,
155,Lewis E33,Free Library of Philadelphia,Philadelphia,United States of America,Paris,Y,France,Ile-de-France,Paris,1250,,13,1250,1250,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,,https://archive.org/details/lewis_e_033,,not sure it's a Pbible,NAC,,,,,,,,,,,,,,,,,,
156,Lewis E34,Free Library of Philadelphia,Philadelphia,United States of America,Paris,Y,France,Ile-de-France,Paris,1250,,13,1250,1250,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,,https://archive.org/details/lewis_e_034,,Biblissima,NAC,,,,,,,,,,,,,,,,,,
157,Lewis E36,Free Library of Philadelphia,Philadelphia,United States of America,Padua or Venice Italy,Y,Italy,Veneto,Padua or Venice,1260-80,,13,1260,1280,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,,https://archive.org/details/lewis_e_036,,Biblissima,NAC,,,,,,,,,,,,,,,,,,
158,Lewis E37,Free Library of Philadelphia,Philadelphia,United States of America,Naples/Genoa,Y,Italy,Campania or Liguria,Naples or Genoa,1260-80,,13,1260,1280,,,,375,250,625,3,275,170,1,499,,,2,52,52,,F,,https://archive.org/details/lewis_e_037,,Biblissima,NAC,,,,,,,,,,,,,,,,,,
159,Lewis E38,Free Library of Philadelphia,Philadelphia,United States of America,Siena,Y,Italy,Tuscany,Siena,1250,,13,1250,1250,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,,https://archive.org/details/lewis_e_038/,,Biblissima,EGE,,,,,,,,,,,,,,,,,,
160,Lewis E39,Free Library of Philadelphia,Philadelphia,United States of America,Italy,Y,Italy,Unknown,Unknown,1240,,13,1240,1240,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,,https://archive.org/details/lewis_e_039/,,"To be confirmed
Not complete",EGE,,,,,,,,,,,,,,,,,,
161,Lewis E40,Free Library of Philadelphia,Philadelphia,United States of America,Italy,Y,Italy,Unknown,Unknown,14th,,14,1301,1400,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,,https://archive.org/details/lewis_e_040/,,2 images,EGE,,,,,,,,,,,,,,,,,,
162,MS Richardson 1,Harvard University Houghton Library,Cambridge MA,United States of America,England?,N,England?,Unknown,Unknown,1250,,13,1250,1250,,,,0,0,0,unknown,Unknown,Unknown,1,446,,,2,Unknown,Unknown,,P,,https://iiif.lib.harvard.edu/manifests/view/drs:4510608$1i,,,DJW,,,,,,,,,,,,,,,,,,
163,Lat 006,Harvard University Houghton Library,Cambridge MA,United States of America,France,Y,France,Unknown,Unknown,1225 - 1250,,13,1226,1250,,,,0,0,0,unknown,Unknown,Unknown,1,3,,,2,Unknown,Unknown,,P,,http://ds.lib.berkeley.edu/MSLat006_2,,,EGE,,,,,,,,,,,,,,,,,,
164,Lat 036,Harvard University Houghton Library,Cambridge MA,United States of America,France,Y,France,Unknown,Unknown,1290 - 1310,,13/14,1290,1310,,,,0,0,0,unknown,Unknown,Unknown,1,463,,,2,Unknown,Unknown,,P,,,https://iiif.lib.harvard.edu/manifests/view/drs:4145774$15i,Not complete,EGE,,,,,,,,,,,,,,,,,,
165,Lat 261,Harvard University Houghton Library,Cambridge MA,United States of America,France,Y,France,Unknown,Unknown,1200 - 1299,,13,1201,1300,,,,0,0,0,unknown,Unknown,Unknown,1,423,,,2,Unknown,Unknown,,P,,,https://iiif.lib.harvard.edu/manifests/view/drs:4298054$24i,Not complete,EGE,,,,,,,,,,,,,,,,,,
166,Lat 354,Harvard University Houghton Library,Cambridge MA,United States of America,France,Y,France,Unknown,Unknown,1200 - 1299,,13,1201,1300,,,,0,0,0,unknown,Unknown,Unknown,1,354,,,2,Unknown,Unknown,,P,,,https://iiif.lib.harvard.edu/manifests/view/drs:4298059$1i,Not complete,EGE,,,,,,,,,,,,,,,,,,
167,Richardson 001,Harvard University Houghton Library,Cambridge MA,United States of America,England,Y,England,Unknown,Unknown,1200 - 1299,,13,1201,1300,,,,270,0,270,1,Unknown,Unknown,1,86,,,2,Unknown,Unknown,,P,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Richardson%20001;docsPerPage=1;startDoc=1;fullview=yes,,Partially digitised,EGE,,,,,,,,,,,,,,,,,,
168,Typ 0004,Harvard University Houghton Library,Cambridge MA,United States of America,England,Y,England,Unknown,Unknown,1250 - 1299,,13,1251,1300,,,,180,0,180,1,Unknown,Unknown,1,465,,,2,Unknown,Unknown,,P,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Typ%200004;docsPerPage=1;startDoc=1;fullview=yes,,Partially digitised,EGE,,,,,,,,,,,,,,,,,,
169,Typ 0295,Harvard University Houghton Library,Cambridge MA,United States of America,Italy,Y,Italy,Unknown,Unknown,1200 - 1299,,13,1201,1300,,,,0,0,0,unknown,Unknown,Unknown,1,8,,,2,Unknown,Unknown,,P,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=latin%20bible;centuryfacet=13;docsPerPage=1;startDoc=15;fullview=yes,,,EGE,,,,,,,,,,,,,,,,,,
170,Typ 414,Harvard University Houghton Library,Cambridge MA,United States of America,France,Y,France,Unknown,Unknown,1200 - 1299,,13,1201,1250,,,,320,230,550,2,Unknown,Unknown,1,368,,,2,Unknown,Unknown,,P,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Typ%200414;docsPerPage=1;startDoc=1;fullview=yes,https://iiif.lib.harvard.edu/manifests/view/drs:3948912$17i,,,,,,,,,,,,,,,,,,,,
171,Typ 446,Harvard University Houghton Library,Cambridge MA,United States of America,England,Y,England,Suffolk,Bury St Edmunds,1200 - 1299,,13,1201,1300,,,,200,140,340,1,Unknown,Unknown,1,554,,,2,Unknown,Unknown,,P,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Typ%200446;docsPerPage=1;startDoc=1;fullview=yes,https://iiif.lib.harvard.edu/manifests/view/drs:3983598$9i,,EGE,,,,,,,,,,,,,,,,,,
172,Quaker & Special Collections J2.16.10,Haverford College,Haverford Pennsylvania,United States of America,northern France,Y,France,North,Unknown,1250,,13,1250,1250,,,,235,165,400,2,Unknown,Unknown,1,452,,,2,Unknown,Unknown,,F,Y,https://bibliophilly.library.upenn.edu/viewer.php?id=1250%20J2.16.10#page/1/mode/2up,,,EGE,,,,,,,,,,,,,,,,,,
173,16,Hofbibliothek Aschaffenburg,Aschaffenburg,Germany,northern France,Y,France,North,Unknown,2nd half 13,,13,1251,1300,,,,0,0,0,unknown,Unknown,Unknown,2,Unknown,,,2,Unknown,Unknown,,F,,https://daten.digitale-sammlungen.de/0012/bsb00121974/images/index.html?id=00121974&groesser=&fip=weayayztssdaseayaxsewqeayaxdsydeaya&no=13&seite=11,,,EGE,,,,,,,,,,,,,,,,,,
174,17,Hofbibliothek Aschaffenburg,Aschaffenburg,Germany,northern France,Y,France,North,Unknown,just after mid 13,,13,1251,1260,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,,https://daten.digitale-sammlungen.de/0012/bsb00121978/images/index.html?id=00121978&groesser=&fip=weayayztssdaseayaxsewqeayaxdsydeaya&no=1&seite=3,,,EGE,,,,,,,,,,,,,,,,,,
175,18,Hofbibliothek Aschaffenburg,Aschaffenburg,Germany,northern France,Y,France,North,Unknown,1273,,13,1273,1273,,,,0,0,0,unknown,Unknown,Unknown,1,341,,,2,Unknown,Unknown,,F,,https://daten.digitale-sammlungen.de/0012/bsb00121979/images/index.html?id=00121979&groesser=&fip=193.174.98.30&no=&seite=9,,,EGE,,,,,,,,,,,,,,,,,,
176,Lat 036,Harvard University Houghton Library,Cambridge MA,United States of America,France,Y,France,Ile-de-France,Paris,,,13,1290,1310,,,,380,0,380,2,Unknown,Unknown,1,463,,,2,Unknown,Unknown,,P,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Lat%20036;docsPerPage=1;startDoc=1;fullview=yes,https://iiif.lib.harvard.edu/manifests/view/drs:4145774$1i,,EGE,,,,,,,,,,,,,,,,,,
177,Typ 414,Harvard University Houghton Library,Cambridge MA,United States of America,France,Y,France,Unknown,Unknown,1200-1299,,13,1201,1300,,,,0,0,0,unknown,Unknown,Unknown,1,368,,,2,Unknown,Unknown,,P,,https://digitalcollections.library.harvard.edu/catalog/990098001420203941,https://iiif.lib.harvard.edu/manifests/drs:3948912,,EGE,,,,,,,,,,,,,,,,,,
178,Ricketts III: 25,Indiana University Bloomington Lilly Library,Bloomington IN,United States of America,England,Y,England,Unknown,Unknown,1240 - 1260,,13,1240,1260,,,,83,130,213,1,Unknown,Unknown,1,1,,,2,52,52,,P,,http://ds.lib.berkeley.edu/RickettsIII25_40,,,EGE,,,,,,,,,,,,,,,,,,
179,Ms. 107 (2011.23),J. Paul Getty Museum,Los Angeles CA,United States of America,Bologna Italy (Place Created),Y,Italy,Emilia-Romagna,Bologna,about 1250–1262,Y,13,1250,1262,,,,270,197,467,2,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.getty.edu/art/collection/objects/253400/unknown-maker-abbey-bible-italian-about-1250-1262/,https://www.getty.edu/art/collection/static/viewers/mirador/?manifest=https://data.getty.edu/museum/api/iiif/253400/manifest.json,,EGE,,,,,,,,,,,,,,,,,,
180,Ms. Ludwig I 11 (83.MA.60),J. Paul Getty Museum,Los Angeles CA,United States of America,Bologna Emilia-Romagna Italy (Place Created),Y,Italy,Emilia-Romagna,Bologna,about 1280–1290,Y,13,1280,1290,,,,375,248,623,3,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.getty.edu/art/collection/objects/1349/unknown-maker-bible-italian-about-1280-1290/,https://data.getty.edu/museum/api/iiif/1349/manifest.json,,EGE,,,,,,,,,,,,,,,,,,
181,Ms. Ludwig I 8 - v3 (83.MA.57.3),J. Paul Getty Museum,Los Angeles CA,United States of America,Lille (probably) France (Place Created),Y,France,Hauts-de-France,Lille?,about 1270,Y,13,1270,1270,,,,470,322,792,3,Unknown,Unknown,3,1,,,2,Unknown,Unknown,,P,,https://www.getty.edu/art/collection/objects/2808/unknown-maker-initial-i-the-rebuilding-of-the-temple-franco-flemish-about-1270/,,,EGE,,,,,,,,,,,,,,,,,,
182,Marquette Bible,J. Paul Getty Museum,Los Angeles CA,United States of America,Lille (probably) France (Place Created),Y,France,Hauts-de-France,Lille?,about 1270,Y,13,1270,1270,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.getty.edu/art/collection/objects/1343/unknown-maker-marquette-bible-3-vols-franco-flemish-about-1270/,,,EGE,,,,,,,,,,,,,,,,,,
183,9,Library Company of Philadelphia,Philadelphia,United States of America,England,Y,England,Unknown,Unknown,1200,,13,1201,1200,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,1,Unknown,Unknown,,F,,https://archive.org/details/lcp_ms9,,,EGE,,,,,,,,,,,,,,,,,,
184,RB IBIS - II/330,Real Biblioteca del Palacio Real de Madrid,Madrid,Spain,Unknown,N,Unknown,Unknown,Unknown,s. XIV,,14,1301,1400,,,,224,153,377,1,140,100,1,569,,,2,44,44,,F,N,https://rbdigital.realbiblioteca.es/s/realbiblioteca/item/2490,,,DJW,,,,,,,,,,,,,,,,,,
185,LAD 2013.051,Louvre Abu Dhabi,Abu Dhabi,United arab emirates,France Rouen?,Y,France,Normandie?,Rouen?,1250-1280,,13,1250,1280,,,,0,0,0,unknown,Unknown,Unknown,2,Unknown,,,2,Unknown,Unknown,,F,,N/A,,,EGE,,,,,,,,,,,,,,,,,,
186,7,Mediatheque,Orleans,France,France du nord (Paris),Y,France,Ile-de-France,Paris,1250-1274 (13e s. (troisieme quart)),,13,1251,1275,,,,148,110,258,1,Unknown,Unknown,1,669,,,2,Unknown,Unknown,,F,?,https://mediatheques.orleans-metropole.fr/ark:/77916/FRCGMBPF-452346101-01A/D18010009,,https://portail.biblissima.fr/fr/ark:/43093/mdata56eca2847273e1928393e83c0e70c863eea494a8,EGE,,,,,,,,,,,,,,,,,,
187,12,Mediatheque,Orleans,France,,N,Unknown,Unknown,Unknown,,,13,1201,1215,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,,https://mediatheques.orleans-metropole.fr/ark:/77916/FRCGMBPF-452346101-01A/D18010304,,,EGE,,,,,,,,,,,,,,,,,,
188,1997.320,MET,New York,United States of America,Made in Paris France,Y,France,Ile-de-France,Paris,ca. 1250–75,Y,13,1251,1275,,,,266,181,447,2,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.metmuseum.org/art/collection/search/466297?searchField=All&amp;sortBy=Relevance&amp;what=Manuscripts%7cBible&amp;ao=on&amp;ft=*&amp;offset=0&amp;rpp=20&amp;pos=1,,,EGE,,,,,,,,,,,,,,,,,,
189,7,Musee Dobree,Nantes,France,Unknown,N,Unknown,Unknown,Unknown,13e s. (premiere moitie),,13,1201,1250,,,,124,96,220,1,Unknown,Unknown,1,535,,,2,Unknown,Unknown,Devine 2016,F,,https://bvmm.irht.cnrs.fr/consult/consult.php?REPRODUCTION_ID=4315,,,EGE,,,,,,,,,,,,,,,,,,
190,KB 132 F 21,National Library of the Netherlands,The Hague,Netherlands,Paris,Y,France,Ile-de-France,Paris,c. 1240-1260,Y,13,1240,1260,,,Follower of Mathurin atelier,133,83,216,1,95,62,1,656,,,2,45,45,,P,,https://manuscripts.kb.nl/show/manuscript/132+F+21,,,EGE,,,,,,,,,,,,,,,,,,
191,KB 133 D 25,National Library of the Netherlands,The Hague,Netherlands,Paris,Y,France,Ile-de-France,Paris,c. 1250-1300,Y,13,1251,1300,,,,183,138,321,1,125,90,1,367,,,2,54,54,,P,,https://manuscripts.kb.nl/search/manuscript/extended/page/1/shelfmark/133+D+25,,,EGE,,,,,,,,,,,,,,,,,,
192,KB 76 E 22,National Library of the Netherlands,The Hague,Netherlands,Paris,Y,France,Ile-de-France,Paris,c. 1250-1275,Y,13,1251,1275,,,,261,172,433,2,Unknown,Unknown,1,453,,,2,Unknown,Unknown,,P,,https://manuscripts.kb.nl/show/manuscript/76+E+22,,,EGE,,,,,,,,,,,,,,,,,,
193,KB 76 G 2,National Library of the Netherlands,The Hague,Netherlands,Paris,Y,France,Ile-de-France,Paris,c. 1250-1300,Y,13,1251,1300,,,,198,140,338,1,Unknown,Unknown,1,462,,,2,Unknown,Unknown,,P,,https://manuscripts.kb.nl/show/images/76+G+2,,,EGE,,,,,,,,,,,,,,,,,,
194,MMW 10 E 32,National Library of the Netherlands,The Hague,Netherlands,Paris,Y,France,Ile-de-France,Paris,c. 1297-1320,Y,14,1297,1320,,littera textualis,,509,170,679,3,112,76,1,509,,,2,53,53,,P,,https://manuscripts.kb.nl/show/images/10+E+32,,,EGE,,,,,,,,,,,,,,,,,,
195,MMW 10 E 33,National Library of the Netherlands,The Hague,Netherlands,France,Y,France,Unknown,Unknown,c. 1275-1300,Y,13,1276,1300,,littera textualis,,155,112,267,1,113,81,1,487,,,2,51,51,,P,,https://manuscripts.kb.nl/show/images/10+E+33,,,EGE,,,,,,,,,,,,,,,,,,
196,MMW 10 E 35,National Library of the Netherlands,The Hague,Netherlands,France,Y,France,Unknown,Unknown,c. 1250-1300,Y,13,1251,1300,,littera textualis,,170,113,283,1,127,78,1,646,,,2,44,44,,P,,https://manuscripts.kb.nl/show/images/10+E+35,,,EGE,,,,,,,,,,,,,,,,,,
197,MMW 10 E 36,National Library of the Netherlands,The Hague,Netherlands,Paris(?),Y,France,Ile-de-France,Paris?,c. 1275-1300,Y,13,1276,1300,,littera textualis,Related to the Aurifaber workshop,139,92,231,1,96,61,1,687,,,2,45,45,,P,,https://manuscripts.kb.nl/show/images/10+E+36,,,EGE,,,,,,,,,,,,,,,,,,
198,B.10.1,Cambridge Corpus Christi College,Cambridge,United Kingdom,,N,Unknown,Unknown,Unknown,,,Unknown,Unknown,Unknown,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,F,,,,,EGE,,,,,,,,,,,,,,,,,,
199,G.18,Pierpont Morgan Library,New York,United States of America,England perhaps Gloucester,Y,England,Gloucestershire,Gloucester?,ca. 1240,Y,13,1240,1240,,gothica textualis,,283,200,483,2,Unknown,Unknown,1,398,,,2,50,50,,P,,https://www.themorgan.org/manuscript/76953,,Partially digitised,EGE,,,,,,,,,,,,,,,,,,
200,G.18,Pierpont Morgan Library,New York,United States of America,England,Y,England,Unknown,Unknown,ca. 1240,Y,13,1240,1240,,,,283,200,483,2,Unknown,Unknown,1,20/398,,,2,50,50,,P,,https://www.themorgan.org/manuscript/76953,,,EGE,,,,,,,,,,,,,,,,,,
201,G.31,Pierpont Morgan Library,New York,United States of America,Paris France,Y,France,Ile-de-France,Paris,ca. 1250.,Y,13,1250,1250,,gothica textualis.,Christina Workshop,301,195,496,2,Unknown,Unknown,1,372,,,2,57,57,,P,,https://www.themorgan.org/manuscript/76944,,,EGE,,,,,,,,,,,,,,,,,,
202,G.31,Pierpont Morgan Library,New York,United States of America,France,Y,France,Unknown,Unknown,ca. 1250,Y,13,1250,1250,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.themorgan.org/manuscript/76944,,,EGE,,,,,,,,,,,,,,,,,,
203,G.34,Pierpont Morgan Library,New York,United States of America,England,Y,England,Unknown,Unknown,1195,,13,1195,1195,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.themorgan.org/manuscript/76976,,,EGE,,,,,,,,,,,,,,,,,,
204,G.42,Pierpont Morgan Library,New York,United States of America,Oxford England,Y,England,Oxfordshire,Oxford,ca. 1265,Y,13,1265,1265,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.themorgan.org/manuscript/76959,,,EGE,,,,,,,,,,,,,,,,,,
205,G.64,Pierpont Morgan Library,New York,United States of America,Belgium,Y,Belgium,Unknown,Unknown,ca. 1270,Y,13,1270,1270,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.themorgan.org/manuscript/76998,,,EGE,,,,,,,,,,,,,,,,,,
206,G42,Pierpont Morgan Library,New York,United States of America,England perhaps Oxford,Y,England,Oxfordshire?,Oxford?,ca. 1265,Y,13,1265,1265,,gothica textualis,,396,245,641,3,Unknown,Unknown,1,396,,,2,56,56,,P,,https://www.themorgan.org/manuscript/76959,,Partially digitised,EGE,,,,,,,,,,,,,,,,,,
207,G60,Pierpont Morgan Library,New York,United States of America,Palermo,Y,Italy,Sicily,Palermo?,first qu 14th c,,14,1301,1325,,,,280,200,480,2,162,120,1,80/652,,,2,38,38,,F,,http://ica.themorgan.org/manuscript/thumbs/76984,,,EGE,,,,,,,,,,,,,,,,,,
208,M.109-111,Pierpont Morgan Library,New York,United States of America,France,Y,France,Unknown,Unknown,ca. 1260,Y,13,1260,1260,,,,500,360,860,3,Unknown,Unknown,3,224,,,1,42,42,,P,,https://www.themorgan.org/manuscript/77048,,,EGE,,,,,,,,,,,,,,,,,,
209,M.138,Pierpont Morgan Library,New York,United States of America,France or England,Y,England or France,Unknown,Unknown,ca. 1260-1270,Y,13,1260,1270,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.themorgan.org/manuscript/77042,,,EGE,,,,,,,,,,,,,,,,,,
210,M.163,Pierpont Morgan Library,New York,United States of America,France,Y,France,Unknown,Unknown,1229,,13,1229,1229,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.themorgan.org/manuscript/77212,,,EGE,,,,,,,,,,,,,,,,,,
211,M.177,Pierpont Morgan Library,New York,United States of America,France,Y,France,Unknown,Unknown,1260-1280,,13,1260,1280,,,,0,0,0,unknown,Unknown,Unknown,1,Unknown,,,2,Unknown,Unknown,,P,,https://www.themorgan.org/manuscript/77083,,,EGE,,,,,,,,,,,,,,,,,,
